genre
"['canadian contemporary r&b', 'canadian pop', 'pop']"
"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"['british soul', 'pop', 'pop soul', 'uk pop']"
"['hip pop', 'pop']"
"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']"
"['girl group', 'pop', 'talent show', 'uk pop']"
"['edm', 'german dance', 'pop dance', 'tropical house']"
['pop']
"['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"['british soul', 'pop', 'pop soul', 'uk pop']"
"['edm', 'electro house', 'pop dance']"
"['hip hop', 'rap', 'slap house']"
"['girl group', 'pop', 'talent show']"
"['pop', 'post-teen pop']"
"['british soul', 'pop', 'pop soul', 'uk pop']"
"['pop', 'scandipop', 'swedish electropop', 'swedish pop']"
"['contemporary country', 'country', 'country road', 'modern country rock']"
"['modern alternative rock', 'modern rock', 'stomp pop']"
['pop']
['modern blues rock']
"['pop rap', 'r&b', 'rap']"
"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']"
"['melodic rap', 'mississippi hip hop', 'pop rap', 'rap', 'trap']"
"['neo mellow', 'post-teen pop']"
"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance', 'progressive electro house']"
"['art pop', 'pop']"
"['edm', 'electronic trap', 'pop', 'pop dance']"
"['dance pop', 'pop', 'post-teen pop']"
"['british soul', 'pop', 'pop soul', 'uk pop']"
"['australian pop', 'pop soul', 'teen pop']"
['pop']
"['canadian pop', 'dance pop', 'pop']"
"['hip pop', 'pop']"
"['pop', 'r&b']"
"['electropop', 'uk dance']"
"['canadian indie', 'folk-pop', 'stomp and holler']"
"['canadian contemporary r&b', 'canadian pop', 'pop']"
"['neo mellow', 'pop', 'uk pop']"
"['dance pop', 'hip pop', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
"['pop', 'pop dance', 'tropical house', 'uk dance']"
"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']"
"['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']"
"['dance pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
"['folk-pop', 'neo-singer-songwriter']"
['reggae fusion']
['new french touch']
"['pop', 'post-teen pop']"
"['metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']"
"['classic soul', 'motown', 'neo soul', 'northern soul', 'quiet storm', 'soul']"
"['canadian latin', 'canadian pop', 'dance pop', 'pop']"
"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']"
"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']"
"['dance pop', 'pop', 'pop rap']"
"['detroit hip hop', 'hip hop', 'rap']"
"['bubblegum dance', 'eurodance', 'europop']"
"['folk-pop', 'metropopolis', 'modern rock', 'stomp and holler']"
"['pop', 'r&b']"
['pop']
['pop']
"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
"['canadian pop', 'pop', 'viral pop']"
"['atl hip hop', 'contemporary r&b', 'dance pop', 'pop', 'r&b', 'rap', 'south carolina hip hop', 'urban contemporary']"
"['dance pop', 'miami hip hop', 'pop', 'pop rap']"
"['dance pop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'st louis rap', 'urban contemporary']"
"['dance pop', 'pop']"
"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'sophisti-pop', 'synthpop']"
"['alt z', 'canadian contemporary r&b', 'singer-songwriter pop']"
"['album rock', 'classic rock', 'mellow gold', 'new romantic', 'new wave pop', 'soft rock', 'synthpop']"
['australian pop']
"['girl group', 'pop', 'talent show', 'uk pop']"
['pop']
"['contemporary country', 'country', 'country road', 'modern country rock']"
"['pop', 'singer-songwriter pop', 'uk pop']"
"['baroque pop', 'metropopolis']"
"['adult standards', 'easy listening', 'lounge']"
"['acoustic pop', 'dance pop', 'neo mellow', 'pop']"
[]
"['pop', 'uk pop']"
"['dance pop', 'pop']"
"['neo mellow', 'piano rock', 'pop rock', 'viral pop']"
[]
"['permanent wave', 'pop']"
"['canadian pop', 'pop', 'viral pop']"
"['barbadian pop', 'pop', 'urban contemporary']"
"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap']"
['pop']
"['dance pop', 'pop', 'post-teen pop']"
['pop']
"['art pop', 'dance pop', 'pop']"
['alt z']
"['album rock', 'blues rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']"
"['pop', 'singer-songwriter pop', 'uk pop']"
['vietnamese bolero']
[]
[]
['vietnamese bolero']
['vietnamese bolero']
[]
['vietnamese pop']
['vietnamese bolero']
"['v-pop', 'vietnamese bolero']"
['vietnamese bolero']
[]
['vietnamese bolero']
['vietnamese bolero']
[]
['vietnamese bolero']
['vietnamese bolero']
['vietnamese pop']
[]
"['v-pop', 'vietnamese bolero']"
['vietnamese pop']
['vietnamese bolero']
['vietnamese bolero']
['vietnamese bolero']
['vietnamese bolero']
"['vietnamese bolero', 'vietnamese pop']"
"['v-pop', 'vietnamese bolero']"
['vietnamese bolero']
['vietnamese bolero']
"['vietnamese bolero', 'vietnamese pop']"
['vietnamese bolero']
[]
['vietnamese bolero']
[]
['vietnamese bolero']
['vietnamese bolero']
[]
"['v-pop', 'vietnamese singer-songwriter']"
"['vietnamese bolero', 'vietnamese pop']"
['vietnamese bolero']
['vietnamese bolero']
['vietnamese bolero']
"['vietnamese bolero', 'vietnamese pop']"
['vietnamese bolero']
[]
['vietnamese bolero']
"['vietnamese bolero', 'vietnamese pop']"
"['vietnamese bolero', 'vietnamese pop']"
[]
['vietnamese bolero']
['vietnamese bolero']
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
"['indie viet', 'v-pop', 'vietnamese melodic rap']"
['vietnamese hip hop']
"['v-pop', 'vietnamese hip hop']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
[]
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
['vietnamese bolero']
"['indie viet', 'v-pop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
"['vietnamese hip hop', 'vietnamese melodic rap']"
"['v-pop', 'vietnamese hip hop']"
"['vietnamese hip hop', 'vietnamese trap']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
"['v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
['vietnamese melodic rap']
"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
"['vietnamese melodic rap', 'vietnamese trap']"
"['v-pop', 'vietnamese hip hop']"
"['v-pop', 'vietnamese hip hop']"
[]
"['vietnamese melodic rap', 'vietnamese trap']"
"['vietnamese hip hop', 'vietnamese melodic rap']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
"['indie viet', 'v-pop', 'vietnamese hip hop']"
['vietnamese melodic rap']
"['vietnamese hip hop', 'vietnamese trap']"
"['v-pop', 'vietnamese hip hop']"
"['vietnamese hip hop', 'vietnamese trap']"
['viet chill rap']
"['indie viet', 'v-pop', 'vietnamese hip hop']"
[]
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
['v-pop']
"['indie viet', 'rock viet', 'v-pop']"
['vietnamese hip hop']
"['v-pop', 'vietnamese hip hop']"
['vietnamese hip hop']
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
"['vietnamese hip hop', 'vietnamese melodic rap']"
['vietnamese hip hop']
['vietnamese hip hop']
"['v-pop', 'vietnamese idol pop']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
[]
['v-pop']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
[]
['v-pop']
['v-pop']
['v-pop']
['v-pop']
[]
[]
['vietnamese bolero']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
[]
['v-pop']
['v-pop']
['v-pop']
"['indie viet', 'v-pop']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
[]
"['v-pop', 'vietnamese bolero']"
[]
['v-pop']
['v-pop']
['v-pop']
[]
"['v-pop', 'vietnamese singer-songwriter']"
['vietnamese pop']
[]
[]
['v-pop']
[]
"['vietnamese idol pop', 'vinahouse']"
[]
[]
[]
[]
['v-pop']
[]
['v-pop']
[]
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
[]
[]
['v-pop']
"['vietnamese idol pop', 'vinahouse']"
['vietnamese bolero']
[]
"['indie viet', 'v-pop', 'viet lo-fi']"
['v-pop']
[]
['v-pop']
"['v-pop', 'viet lo-fi']"
"['indie viet', 'v-pop']"
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
['viet chill rap']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
[]
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
['viet chill rap']
['v-pop']
['v-pop']
"['viet chill rap', 'vietnamese singer-songwriter']"
['v-pop']
['viet lo-fi']
['v-pop']
['v-pop']
['viet chill rap']
['v-pop']
['v-pop']
['v-pop']
['viet chill rap']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['viet chill rap']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
[]
[]
"['v-pop', 'viet lo-fi']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
['viet lo-fi']
['v-pop']
[]
"['indie viet', 'v-pop']"
['v-pop']
[]
['v-pop']
"['indie viet', 'v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese idol pop']"
[]
[]
['viet remix']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese idol pop']"
['viet chill rap']
[]
['v-pop']
['viet chill rap']
['indie viet']
['viet chill rap']
['vietnamese singer-songwriter']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['indie viet', 'v-pop']"
['v-pop']
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
"['v-pop', 'viet lo-fi']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
"['v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop']"
['v-pop']
[]
"['v-pop', 'viet lo-fi']"
[]
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
[]
"['v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'v-pop', 'vietnamese melodic rap']"
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
['viet chill rap']
['v-pop']
['v-pop']
['v-pop']
['viet chill rap']
"['v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'v-pop']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
[]
"['indie viet', 'v-pop']"
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese hip hop']"
['v-pop']
['v-pop']
[]
['v-pop']
"['v-pop', 'vietnamese hip hop']"
['v-pop']
[]
['viet chill rap']
"['v-pop', 'viet lo-fi']"
"['v-pop', 'vietnamese singer-songwriter']"
[]
[]
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
"['indie viet', 'v-pop', 'vietnamese melodic rap']"
['v-pop']
"['indie viet', 'v-pop', 'vietnamese singer-songwriter']"
[]
[]
['v-pop']
[]
"['indie viet', 'v-pop', 'vietnamese melodic rap']"
"['indie viet', 'v-pop', 'vietnamese hip hop']"
[]
['indie viet']
"['indie viet', 'v-pop']"
"['indie viet', 'v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
['v-pop']
[]
"['indie viet', 'v-pop']"
"['v-pop', 'vietnamese singer-songwriter']"
[]
"['v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
[]
['v-pop']
"['indie viet', 'v-pop']"
"['v-pop', 'vietnamese hip hop']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['vietnamese hip hop']
"['indie viet', 'rock viet', 'v-pop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese trap']"
['rock viet']
[]
"['indie viet', 'v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'v-pop']"
['v-pop']
"['v-pop', 'vietnamese hip hop']"
"['v-pop', 'viet remix']"
[]
"['indie viet', 'rock viet', 'v-pop']"
['rock viet']
"['indie viet', 'v-pop']"
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
['indie viet']
"['v-pop', 'vietnamese hip hop']"
[]
['vietnamese hip hop']
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese hip hop']"
['vietnamese bolero']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese idol pop']"
"['v-pop', 'vietnamese hip hop']"
[]
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
"['dance pop', 'pop']"
['modern alternative pop']
"['modern indie pop', 'pov: indie', 'singer-songwriter pop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
"['v-pop', 'vietnamese hip hop']"
"['v-pop', 'viet lo-fi']"
['v-pop']
"['v-pop', 'vietnamese hip hop']"
['v-pop']
['viet chill rap']
"['v-pop', 'vietnamese hip hop']"
"['indie viet', 'v-pop']"
"['indie viet', 'v-pop']"
['v-pop']
['viet remix']
"['indie viet', 'v-pop']"
"['chinese viral pop', 'mainland chinese pop']"
['chinese electropop']
[]
"['indie viet', 'rock viet', 'v-pop']"
['v-pop']
['v-pop']
['viet chill rap']
"['indie viet', 'v-pop']"
['viet chill rap']
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['viet chill rap']
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['viet chill rap']
['viet chill rap']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
"['vietnamese hip hop', 'vietnamese melodic rap', 'vietnamese trap']"
"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
['viet chill rap']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
"['v-pop', 'vietnamese idol pop']"
['v-pop']
[]
[]
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
"['v-pop', 'vietnamese hip hop', 'vietnamese singer-songwriter']"
"['indie viet', 'v-pop']"
"['indie viet', 'rock viet', 'v-pop', 'vietnamese singer-songwriter']"
"['indie viet', 'rock viet', 'v-pop']"
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
"['indie viet', 'v-pop']"
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
['v-pop']
"['v-pop', 'vietnamese hip hop']"
['v-pop']
['v-pop']
['viet remix']
"['v-pop', 'vietnamese idol pop']"
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
[]
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['indie viet', 'v-pop', 'viet lo-fi']"
"['v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['vietnamese hip hop', 'vietnamese trap']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
[]
['viet lo-fi']
"['vietnamese hip hop', 'vietnamese trap']"
['viet remix']
['viet remix']
['viet remix']
[]
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['viet chill rap']
['viet remix']
[]
['viet remix']
[]
['viet remix']
['v-pop']
"['vietnamese hip hop', 'vietnamese melodic rap']"
"['v-pop', 'vietnamese idol pop', 'vietnamese melodic rap']"
['viet remix']
[]
['v-pop']
['viet lo-fi']
['viet remix']
"['viet lo-fi', 'viet remix', 'vinahouse']"
['viet remix']
"['indie viet', 'v-pop', 'vietnamese hip hop']"
['viet chill rap']
"['v-pop', 'vietnamese hip hop']"
['viet remix']
[]
[]
[]
['viet remix']
['viet remix']
"['viet lo-fi', 'viet remix', 'vinahouse']"
['v-pop']
['viet remix']
"['viet lo-fi', 'viet remix', 'vinahouse']"
"['viet lo-fi', 'viet remix', 'vinahouse']"
"['viet lo-fi', 'viet remix', 'vinahouse']"
['viet remix']
"['viet lo-fi', 'viet remix', 'vinahouse']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
['v-pop']
[]
['viet remix']
['viet remix']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['v-pop', 'vietnamese idol pop']"
"['indie viet', 'v-pop', 'vietnamese hip hop', 'vietnamese melodic rap']"
['v-pop']
['v-pop']
"['v-pop', 'vietnamese idol pop']"
['v-pop']
['v-pop']
['v-pop']
[]
['v-pop']
['v-pop']
"['v-pop', 'vietnamese singer-songwriter']"
"['v-pop', 'vietnamese idol pop']"
[]
[]
"['v-pop', 'vietnamese idol pop']"
['v-pop']
['v-pop']
"['v-pop', 'vietnamese idol pop']"
"['v-pop', 'vietnamese singer-songwriter']"
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
['v-pop']
"['alt z', 'pop']"
['chill r&b']
['gen z singer-songwriter']
['pop']
['r&b']
[]
[]
"['brostep', 'dubstep']"
['alt z']
"['alt z', 'electropop', 'pop']"
['pop']
"['german pop', 'talentschau']"
"['australian pop', 'pop', 'viral pop']"
['v-pop']
"['australian dance', 'australian pop', 'pop']"
['singer-songwriter pop']
"['canadian pop', 'pop', 'viral pop']"
