danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,name_songs,artists
0.0815,0.12,2,-16.801,1,0.043,0.965,0.871,0.0984,0.0611,63.301,audio_features,1YkQ6MwVbvZxVGY6Ym6x0y,spotify:track:1YkQ6MwVbvZxVGY6Ym6x0y,https://api.spotify.com/v1/tracks/1YkQ6MwVbvZxVGY6Ym6x0y,https://api.spotify.com/v1/audio-analysis/1YkQ6MwVbvZxVGY6Ym6x0y,160760,4,The Mission: Gabriel's Oboe,Ennio Morricone
0.377,0.256,11,-21.588,0,0.043,0.788,0.842,0.828,0.182,90.056,audio_features,2ub9LWaFlsh1XSiZbBc6Bi,spotify:track:2ub9LWaFlsh1XSiZbBc6Bi,https://api.spotify.com/v1/tracks/2ub9LWaFlsh1XSiZbBc6Bi,https://api.spotify.com/v1/audio-analysis/2ub9LWaFlsh1XSiZbBc6Bi,192933,3,"Dido and Aeneas, Z. 626: Overture",Henry Purcell
0.204,0.00717,2,-32.36,0,0.0411,0.951,0.604,0.0722,0.0453,57.574,audio_features,0aYtpkDdoua0zUqRoX2csM,spotify:track:0aYtpkDdoua0zUqRoX2csM,https://api.spotify.com/v1/tracks/0aYtpkDdoua0zUqRoX2csM,https://api.spotify.com/v1/audio-analysis/0aYtpkDdoua0zUqRoX2csM,147430,3,Requiem for Cello Alone: IV. Lacrimosa,Peter Sculthorpe
0.0921,0.0183,7,-31.858,1,0.0513,0.942,0.94,0.195,0.039,166.979,audio_features,3JdD9wqvohYMjK6BmEHtTP,spotify:track:3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/tracks/3JdD9wqvohYMjK6BmEHtTP,https://api.spotify.com/v1/audio-analysis/3JdD9wqvohYMjK6BmEHtTP,172120,3,Satie / Orch. Ducros: Gymnopédie No. 1,Erik Satie
0.324,0.0186,2,-28.248,1,0.0476,0.99,0.934,0.105,0.126,85.297,audio_features,2m2GJpBjQNNphaCgBeoj7R,spotify:track:2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/tracks/2m2GJpBjQNNphaCgBeoj7R,https://api.spotify.com/v1/audio-analysis/2m2GJpBjQNNphaCgBeoj7R,207640,4,Fracture,Stephan Moccio
0.406,0.00921,2,-31.822,1,0.087,0.984,0.906,0.0953,0.303,80.507,audio_features,2Imxyb3LiuXsDFo7Gq5YDs,spotify:track:2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/tracks/2Imxyb3LiuXsDFo7Gq5YDs,https://api.spotify.com/v1/audio-analysis/2Imxyb3LiuXsDFo7Gq5YDs,215800,4,"Kinderszenen, Op. 15: Träumerei (Arr. Lewin for Guitar)",Robert Schumann
0.141,0.00268,2,-37.571,0,0.0427,0.945,0.601,0.0756,0.0386,140.372,audio_features,6y1FgcqMY76hCk9qLxUuy4,spotify:track:6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/tracks/6y1FgcqMY76hCk9qLxUuy4,https://api.spotify.com/v1/audio-analysis/6y1FgcqMY76hCk9qLxUuy4,170213,5,3 Spirituals for Orchestra: No. 2. Kum Bab Yah,Adolphus Hailstork
0.219,0.0373,10,-33.058,1,0.0467,0.986,0.862,0.14,0.0989,161.139,audio_features,6MPpYctLr7JXWIAcD1feq8,spotify:track:6MPpYctLr7JXWIAcD1feq8,https://api.spotify.com/v1/tracks/6MPpYctLr7JXWIAcD1feq8,https://api.spotify.com/v1/audio-analysis/6MPpYctLr7JXWIAcD1feq8,195155,4,Filma Solo,Gabríel Ólafs
0.415,0.026,1,-36.7,1,0.0496,0.995,0.938,0.107,0.268,136.191,audio_features,1G3QPQkoXvpChjNUhd6Tfs,spotify:track:1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/tracks/1G3QPQkoXvpChjNUhd6Tfs,https://api.spotify.com/v1/audio-analysis/1G3QPQkoXvpChjNUhd6Tfs,285443,4,The Arts and the Hours,Jean-Philippe Rameau
0.0979,0.0801,8,-19.643,1,0.0458,0.941,0.431,0.115,0.0608,75.314,audio_features,7nGA1sRfLDWXYb3VPstnZf,spotify:track:7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/tracks/7nGA1sRfLDWXYb3VPstnZf,https://api.spotify.com/v1/audio-analysis/7nGA1sRfLDWXYb3VPstnZf,192420,4,Notturno for Strings and Harp,Arnold Schoenberg
0.218,0.00352,1,-39.627,1,0.0515,0.992,0.951,0.139,0.192,68.61,audio_features,2zM7Ato6xDOi8ten4qn7Cm,spotify:track:2zM7Ato6xDOi8ten4qn7Cm,https://api.spotify.com/v1/tracks/2zM7Ato6xDOi8ten4qn7Cm,https://api.spotify.com/v1/audio-analysis/2zM7Ato6xDOi8ten4qn7Cm,335542,4,Natural Light,Ludovico Einaudi
0.0807,0.0644,5,-25.724,1,0.0491,0.874,0.895,0.212,0.0345,173.113,audio_features,6wKkWFhgOPKgiE360T6NNs,spotify:track:6wKkWFhgOPKgiE360T6NNs,https://api.spotify.com/v1/tracks/6wKkWFhgOPKgiE360T6NNs,https://api.spotify.com/v1/audio-analysis/6wKkWFhgOPKgiE360T6NNs,243107,5,Cavalleria rusticana: Intermezzo,Pietro Mascagni
0.186,0.0639,5,-23.374,0,0.0456,0.989,0.917,0.0953,0.0463,102.639,audio_features,518hKWxnCK1L1fsYRl0OB5,spotify:track:518hKWxnCK1L1fsYRl0OB5,https://api.spotify.com/v1/tracks/518hKWxnCK1L1fsYRl0OB5,https://api.spotify.com/v1/audio-analysis/518hKWxnCK1L1fsYRl0OB5,176756,4,"Après un rêve, Op. 7, No. 1 (Arr. for Cello and Piano)",Gabriel Fauré
0.3,0.0405,8,-31.023,1,0.0449,0.992,0.948,0.138,0.233,63.821,audio_features,2eSVQH8lwcrUBs7dpEj7p7,spotify:track:2eSVQH8lwcrUBs7dpEj7p7,https://api.spotify.com/v1/tracks/2eSVQH8lwcrUBs7dpEj7p7,https://api.spotify.com/v1/audio-analysis/2eSVQH8lwcrUBs7dpEj7p7,216061,3,"Préludes / Book 2, L. 123: 5. Bruyères - Home Session",Claude Debussy
0.146,0.019,0,-31.365,1,0.0476,0.92,0.878,0.0864,0.0492,81.526,audio_features,5WEmDvDiRpE7p3y8SMMAPJ,spotify:track:5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/tracks/5WEmDvDiRpE7p3y8SMMAPJ,https://api.spotify.com/v1/audio-analysis/5WEmDvDiRpE7p3y8SMMAPJ,93840,3,Henry V: Henry V: Touch her soft lips and part,William Walton
0.305,0.0384,5,-28.605,0,0.0301,0.961,0.902,0.0886,0.0856,81.917,audio_features,0bCSGdS5SRvzoz4IBTD55W,spotify:track:0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/tracks/0bCSGdS5SRvzoz4IBTD55W,https://api.spotify.com/v1/audio-analysis/0bCSGdS5SRvzoz4IBTD55W,221061,3,Losar,Joep Beving
0.219,0.00913,1,-42.727,1,0.0352,0.993,0.882,0.0807,0.0702,75.77,audio_features,3qLZnIVAiGexuNuG8Aptrq,spotify:track:3qLZnIVAiGexuNuG8Aptrq,https://api.spotify.com/v1/tracks/3qLZnIVAiGexuNuG8Aptrq,https://api.spotify.com/v1/audio-analysis/3qLZnIVAiGexuNuG8Aptrq,187293,4,"By the Still Waters, Op. 114",Amy Beach
0.176,0.0534,10,-27.626,1,0.0406,0.97,0.915,0.29,0.0332,71.673,audio_features,5TtmI9sfXw4VXco0PE21mV,spotify:track:5TtmI9sfXw4VXco0PE21mV,https://api.spotify.com/v1/tracks/5TtmI9sfXw4VXco0PE21mV,https://api.spotify.com/v1/audio-analysis/5TtmI9sfXw4VXco0PE21mV,132120,5,"2 Aquarelles: Lento, ma non troppo",Frederick Delius
0.23,0.00486,8,-36.35,1,0.0356,0.993,0.891,0.157,0.0742,68.494,audio_features,6HW6aTAss1lPalzuq9go5u,spotify:track:6HW6aTAss1lPalzuq9go5u,https://api.spotify.com/v1/tracks/6HW6aTAss1lPalzuq9go5u,https://api.spotify.com/v1/audio-analysis/6HW6aTAss1lPalzuq9go5u,216284,3,Frühlingsglaube (Arr. Franz Liszt),Franz Schubert
0.429,0.0234,6,-29.753,1,0.0489,0.995,0.957,0.0962,0.0751,116.163,audio_features,35otBCRXC8HdmRqndFStL0,spotify:track:35otBCRXC8HdmRqndFStL0,https://api.spotify.com/v1/tracks/35otBCRXC8HdmRqndFStL0,https://api.spotify.com/v1/audio-analysis/35otBCRXC8HdmRqndFStL0,165693,4,En nacelle,Henrique Oswald
0.221,0.00193,3,-43.209,1,0.0409,0.992,0.956,0.0805,0.347,69.843,audio_features,7lFRAFQ2f2AmWOefaiV4wb,spotify:track:7lFRAFQ2f2AmWOefaiV4wb,https://api.spotify.com/v1/tracks/7lFRAFQ2f2AmWOefaiV4wb,https://api.spotify.com/v1/audio-analysis/7lFRAFQ2f2AmWOefaiV4wb,107000,5,"Scriabin: 24 Preludes, Op. 11: No. 21 in B-Flat Major",Alexander Scriabin
0.435,0.00889,7,-33.986,1,0.046,0.992,0.941,0.121,0.29,110.307,audio_features,2ZGFYsDWwjU0BBvVAw6js9,spotify:track:2ZGFYsDWwjU0BBvVAw6js9,https://api.spotify.com/v1/tracks/2ZGFYsDWwjU0BBvVAw6js9,https://api.spotify.com/v1/audio-analysis/2ZGFYsDWwjU0BBvVAw6js9,116960,3,The Lily - Piano Version,Gabríel Ólafs
0.46,0.00618,6,-28.121,1,0.0481,0.994,0.89,0.0896,0.086,67.12,audio_features,1XJMRdFSgkrmw2cXLJOD0b,spotify:track:1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/tracks/1XJMRdFSgkrmw2cXLJOD0b,https://api.spotify.com/v1/audio-analysis/1XJMRdFSgkrmw2cXLJOD0b,293520,3,"3 Visions: No. 2, Summerland",William Grant Still
0.16,0.00726,0,-39.362,1,0.0436,0.971,0.952,0.139,0.0336,86.12,audio_features,308fmwi0Y8ULBSzthdhooI,spotify:track:308fmwi0Y8ULBSzthdhooI,https://api.spotify.com/v1/tracks/308fmwi0Y8ULBSzthdhooI,https://api.spotify.com/v1/audio-analysis/308fmwi0Y8ULBSzthdhooI,137413,5,Stille Musik: 3. Augenblicke der Serenade,Valentin Silvestrov
0.346,0.00398,10,-44.526,1,0.0537,0.992,0.878,0.0643,0.318,78.891,audio_features,06vaPTVwFkFxCzmJDXlfx5,spotify:track:06vaPTVwFkFxCzmJDXlfx5,https://api.spotify.com/v1/tracks/06vaPTVwFkFxCzmJDXlfx5,https://api.spotify.com/v1/audio-analysis/06vaPTVwFkFxCzmJDXlfx5,103600,5,A Little Book of Hours: VI. Singing Sun,Peter Sculthorpe
0.398,0.00209,0,-39.959,1,0.0444,0.996,0.955,0.0813,0.0971,71.461,audio_features,6B0ZlLf0p2s1Lwt3ivAXKy,spotify:track:6B0ZlLf0p2s1Lwt3ivAXKy,https://api.spotify.com/v1/tracks/6B0ZlLf0p2s1Lwt3ivAXKy,https://api.spotify.com/v1/audio-analysis/6B0ZlLf0p2s1Lwt3ivAXKy,142333,4,Still,Ola Gjeilo
0.32,0.00157,10,-43.77,0,0.0715,0.985,0.0465,0.05,0.109,78.685,audio_features,3LRYwBJECFeQGi16cPxEZY,spotify:track:3LRYwBJECFeQGi16cPxEZY,https://api.spotify.com/v1/tracks/3LRYwBJECFeQGi16cPxEZY,https://api.spotify.com/v1/audio-analysis/3LRYwBJECFeQGi16cPxEZY,122840,4,Wasserklavier,David Arden
0.248,0.00832,5,-38.205,0,0.0485,0.995,0.923,0.0669,0.239,175.256,audio_features,1HE6aHCUtC6Mx0kiOsRUIS,spotify:track:1HE6aHCUtC6Mx0kiOsRUIS,https://api.spotify.com/v1/tracks/1HE6aHCUtC6Mx0kiOsRUIS,https://api.spotify.com/v1/audio-analysis/1HE6aHCUtC6Mx0kiOsRUIS,137520,3,II. floating leaf,Konstantia Gourzi
0.13,0.00924,6,-27.853,1,0.0448,0.988,0.909,0.0849,0.0369,77.307,audio_features,6tmzIxHREnZzKSDMm6CNNS,spotify:track:6tmzIxHREnZzKSDMm6CNNS,https://api.spotify.com/v1/tracks/6tmzIxHREnZzKSDMm6CNNS,https://api.spotify.com/v1/audio-analysis/6tmzIxHREnZzKSDMm6CNNS,386507,4,"Poulenc: Cello Sonata, FP 143: II. Cavatine",Francis Poulenc
0.435,0.00354,11,-39.482,1,0.0485,0.986,0.909,0.096,0.179,68.542,audio_features,3DYxUyNeBa9MbT867F9gMO,spotify:track:3DYxUyNeBa9MbT867F9gMO,https://api.spotify.com/v1/tracks/3DYxUyNeBa9MbT867F9gMO,https://api.spotify.com/v1/audio-analysis/3DYxUyNeBa9MbT867F9gMO,195000,4,"Ave verum corpus, K.618 (Arr. for Piano by Franz Liszt)",Wolfgang Amadeus Mozart
0.0694,0.00525,3,-35.45,1,0.0482,0.972,0.00751,0.0739,0.036,73.566,audio_features,1d1FNmfO3dFlH8873yNFX3,spotify:track:1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/tracks/1d1FNmfO3dFlH8873yNFX3,https://api.spotify.com/v1/audio-analysis/1d1FNmfO3dFlH8873yNFX3,179360,4,Five Pieces For Violin And Piano: I. Elegia (Andante Larghetto),Valentin Silvestrov
0.294,0.00785,4,-29.64,0,0.0667,0.994,0.956,0.0929,0.173,70.958,audio_features,1PINN6x0Riouab3wPSglpp,spotify:track:1PINN6x0Riouab3wPSglpp,https://api.spotify.com/v1/tracks/1PINN6x0Riouab3wPSglpp,https://api.spotify.com/v1/audio-analysis/1PINN6x0Riouab3wPSglpp,158520,3,An Idea,Leo Brouwer
0.253,0.00429,7,-36.172,0,0.0523,0.99,0.912,0.103,0.0368,74.497,audio_features,2GnYCy70I8cR4oEA2wsSDx,spotify:track:2GnYCy70I8cR4oEA2wsSDx,https://api.spotify.com/v1/tracks/2GnYCy70I8cR4oEA2wsSDx,https://api.spotify.com/v1/audio-analysis/2GnYCy70I8cR4oEA2wsSDx,256147,3,"The Hours: An Unwelcome Friend (From ""The Hours"")",Philip Glass
0.391,0.00316,10,-36.233,1,0.0382,0.995,0.925,0.068,0.143,69.792,audio_features,73kFkK74uTO8fy8yBfMrTk,spotify:track:73kFkK74uTO8fy8yBfMrTk,https://api.spotify.com/v1/tracks/73kFkK74uTO8fy8yBfMrTk,https://api.spotify.com/v1/audio-analysis/73kFkK74uTO8fy8yBfMrTk,139760,3,"Carnaval, Op. 9: No. 5. Eusebius (Adagio - Più lento molto teneramente)",Robert Schumann
0.168,0.00571,8,-36.245,1,0.0404,0.995,0.92,0.068,0.0705,78.043,audio_features,06emSBtL6jcUXcjVlayUHl,spotify:track:06emSBtL6jcUXcjVlayUHl,https://api.spotify.com/v1/tracks/06emSBtL6jcUXcjVlayUHl,https://api.spotify.com/v1/audio-analysis/06emSBtL6jcUXcjVlayUHl,181693,3,"12 Songs, Op. 21: V. Lilacs (Transcr. Rachmaninoff for Solo Piano)",Sergei Rachmaninoff
0.299,0.0264,9,-26.535,0,0.0469,0.995,0.882,0.073,0.235,168.963,audio_features,6XmozAAnvBf2VtLL53AkX0,spotify:track:6XmozAAnvBf2VtLL53AkX0,https://api.spotify.com/v1/tracks/6XmozAAnvBf2VtLL53AkX0,https://api.spotify.com/v1/audio-analysis/6XmozAAnvBf2VtLL53AkX0,120457,5,Walk With Us - For Black Lives Matter,Alexis Ffrench
0.182,0.0377,11,-33.748,0,0.0391,0.987,0.957,0.0804,0.0923,100.482,audio_features,18JxYMTSFKZlxqdNFrOs1r,spotify:track:18JxYMTSFKZlxqdNFrOs1r,https://api.spotify.com/v1/tracks/18JxYMTSFKZlxqdNFrOs1r,https://api.spotify.com/v1/audio-analysis/18JxYMTSFKZlxqdNFrOs1r,241804,4,"Prelude in B minor, BWV 855a (Arr. by Alexander Siloti)",Johann Sebastian Bach
0.358,0.00554,3,-29.617,1,0.0479,0.992,0.894,0.176,0.0587,67.103,audio_features,2FR3mH7DwsaX3TcObkUEX3,spotify:track:2FR3mH7DwsaX3TcObkUEX3,https://api.spotify.com/v1/tracks/2FR3mH7DwsaX3TcObkUEX3,https://api.spotify.com/v1/audio-analysis/2FR3mH7DwsaX3TcObkUEX3,448000,3,Infinity,Rosey Chan
0.255,0.00172,1,-47.903,1,0.0582,0.961,0.355,0.0681,0.17,75.399,audio_features,0RnF44RV45by9HTtZuttgl,spotify:track:0RnF44RV45by9HTtZuttgl,https://api.spotify.com/v1/tracks/0RnF44RV45by9HTtZuttgl,https://api.spotify.com/v1/audio-analysis/0RnF44RV45by9HTtZuttgl,139653,4,"6 Encores for Piano (1965): No. 3, Wasserklavier",Luciano Berio
0.354,0.116,4,-28.692,0,0.0399,0.987,0.883,0.124,0.181,82.627,audio_features,36EnMgx9PmtnzUtmKwI63h,spotify:track:36EnMgx9PmtnzUtmKwI63h,https://api.spotify.com/v1/tracks/36EnMgx9PmtnzUtmKwI63h,https://api.spotify.com/v1/audio-analysis/36EnMgx9PmtnzUtmKwI63h,116960,4,"Goldberg Variations, BWV 988: Variation 1 (Arr. for Harp)",Johann Sebastian Bach
0.289,0.00164,7,-37.003,1,0.0535,0.994,0.956,0.0825,0.258,66.823,audio_features,1YHB1xwXPgCkuGjQ0prNdb,spotify:track:1YHB1xwXPgCkuGjQ0prNdb,https://api.spotify.com/v1/tracks/1YHB1xwXPgCkuGjQ0prNdb,https://api.spotify.com/v1/audio-analysis/1YHB1xwXPgCkuGjQ0prNdb,232526,3,"Morgen, Op. 27 No. 4 (Arr. Reger for Piano)",Richard Strauss
0.314,0.00545,0,-33.332,1,0.0597,0.994,0.945,0.0894,0.444,138.554,audio_features,6k5iJy3uIEhaqZu9MCGCiq,spotify:track:6k5iJy3uIEhaqZu9MCGCiq,https://api.spotify.com/v1/tracks/6k5iJy3uIEhaqZu9MCGCiq,https://api.spotify.com/v1/audio-analysis/6k5iJy3uIEhaqZu9MCGCiq,188907,4,Winter,Ola Gjeilo
0.215,0.0282,0,-28.351,0,0.0353,0.991,0.877,0.107,0.167,74.408,audio_features,4bFdyisLdkeS7tmbAWpl13,spotify:track:4bFdyisLdkeS7tmbAWpl13,https://api.spotify.com/v1/tracks/4bFdyisLdkeS7tmbAWpl13,https://api.spotify.com/v1/audio-analysis/4bFdyisLdkeS7tmbAWpl13,206163,4,Memories of a Promenade II,Olga Scheps
0.47,0.00188,1,-32.773,1,0.0494,0.992,0.867,0.115,0.0863,67.573,audio_features,0nJzrxHup9vkQyc9Eg698s,spotify:track:0nJzrxHup9vkQyc9Eg698s,https://api.spotify.com/v1/tracks/0nJzrxHup9vkQyc9Eg698s,https://api.spotify.com/v1/audio-analysis/0nJzrxHup9vkQyc9Eg698s,207047,3,"Abendlied, Op. 85 No. 12 (Arr. Grosvenor)",Robert Schumann
0.16,0.0261,9,-33.263,0,0.0517,0.917,0.232,0.113,0.0305,88.549,audio_features,5k4Eagqnz3YKdMLjSSi0DD,spotify:track:5k4Eagqnz3YKdMLjSSi0DD,https://api.spotify.com/v1/tracks/5k4Eagqnz3YKdMLjSSi0DD,https://api.spotify.com/v1/audio-analysis/5k4Eagqnz3YKdMLjSSi0DD,229413,4,El cant dels ocells (Song of the Birds) (version for cello and orchestra),Pablo Casals
0.153,0.0398,7,-31.174,0,0.0432,0.867,0.965,0.114,0.0373,85.367,audio_features,2cnCYr5QgPJG0OJqYY4DGF,spotify:track:2cnCYr5QgPJG0OJqYY4DGF,https://api.spotify.com/v1/tracks/2cnCYr5QgPJG0OJqYY4DGF,https://api.spotify.com/v1/audio-analysis/2cnCYr5QgPJG0OJqYY4DGF,133160,4,3 Pieces in Old Style: No. 1. Aria,Krzysztof Penderecki
0.321,0.00611,4,-38.341,0,0.0362,0.995,0.908,0.09,0.0693,104.311,audio_features,1YcABWwgkfrOSw8VMgDWZU,spotify:track:1YcABWwgkfrOSw8VMgDWZU,https://api.spotify.com/v1/tracks/1YcABWwgkfrOSw8VMgDWZU,https://api.spotify.com/v1/audio-analysis/1YcABWwgkfrOSw8VMgDWZU,205493,4,My fellow creatures,Carlos Cipa
0.175,0.0427,2,-23.115,1,0.0528,0.972,0.0329,0.118,0.133,179.031,audio_features,38r9HRnlPMb5j5ZR6X5dux,spotify:track:38r9HRnlPMb5j5ZR6X5dux,https://api.spotify.com/v1/tracks/38r9HRnlPMb5j5ZR6X5dux,https://api.spotify.com/v1/audio-analysis/38r9HRnlPMb5j5ZR6X5dux,459920,3,"Violin Concerto No. 3 in G Major, K. 216: II. Adagio",Wolfgang Amadeus Mozart
0.454,0.0139,4,-29.966,0,0.0514,0.995,0.943,0.0736,0.244,130.253,audio_features,5bu9A6uphPWg39RC3ZKeku,spotify:track:5bu9A6uphPWg39RC3ZKeku,https://api.spotify.com/v1/tracks/5bu9A6uphPWg39RC3ZKeku,https://api.spotify.com/v1/audio-analysis/5bu9A6uphPWg39RC3ZKeku,184853,4,"Goldberg Variations, BWV 988: Aria",Johann Sebastian Bach
0.354,0.0322,2,-27.492,0,0.0435,0.992,0.955,0.104,0.0638,67.872,audio_features,3CkbfNMYISwMGg2guJtTe4,spotify:track:3CkbfNMYISwMGg2guJtTe4,https://api.spotify.com/v1/tracks/3CkbfNMYISwMGg2guJtTe4,https://api.spotify.com/v1/audio-analysis/3CkbfNMYISwMGg2guJtTe4,253413,4,"Concerto en ré mineur, BWV 974: II. Adagio",Johann Sebastian Bach
0.124,0.0103,10,-31.768,1,0.04,0.983,0.85,0.0988,0.08,84.374,audio_features,3zrcDZ9hPNkZuq20pxPb9o,spotify:track:3zrcDZ9hPNkZuq20pxPb9o,https://api.spotify.com/v1/tracks/3zrcDZ9hPNkZuq20pxPb9o,https://api.spotify.com/v1/audio-analysis/3zrcDZ9hPNkZuq20pxPb9o,204520,3,"Cello Sonata in G Minor, Op. 65: III. Largo",Frédéric Chopin
0.395,0.0826,5,-18.982,0,0.0432,0.995,0.93,0.126,0.119,93.288,audio_features,5KIOfWtUEKrxDNi4OnIpg2,spotify:track:5KIOfWtUEKrxDNi4OnIpg2,https://api.spotify.com/v1/tracks/5KIOfWtUEKrxDNi4OnIpg2,https://api.spotify.com/v1/audio-analysis/5KIOfWtUEKrxDNi4OnIpg2,165021,4,Avril 14th (Aphex Twin) - Vanessa Wagner Version,Murcof
0.238,0.00484,8,-31.76,1,0.0393,0.995,0.95,0.121,0.0394,70.821,audio_features,1NechTDnTtSaciAT6gmvJQ,spotify:track:1NechTDnTtSaciAT6gmvJQ,https://api.spotify.com/v1/tracks/1NechTDnTtSaciAT6gmvJQ,https://api.spotify.com/v1/audio-analysis/1NechTDnTtSaciAT6gmvJQ,129920,3,"Schumann: 12 Gedichte aus Liebesfrühling, Op. 37: No. 11: Warum willst du andre fragen",Clara Schumann
0.459,0.0073,7,-29.42,1,0.0366,0.992,0.96,0.149,0.109,60.19,audio_features,4HMf8DnYWNpEbjgvQJFWl6,spotify:track:4HMf8DnYWNpEbjgvQJFWl6,https://api.spotify.com/v1/tracks/4HMf8DnYWNpEbjgvQJFWl6,https://api.spotify.com/v1/audio-analysis/4HMf8DnYWNpEbjgvQJFWl6,312373,3,Passage,Joep Beving
0.162,0.0888,7,-26.139,1,0.0358,0.866,0.378,0.115,0.0391,81.612,audio_features,0BGJjuvUKA1UqlfADE6Lyx,spotify:track:0BGJjuvUKA1UqlfADE6Lyx,https://api.spotify.com/v1/tracks/0BGJjuvUKA1UqlfADE6Lyx,https://api.spotify.com/v1/audio-analysis/0BGJjuvUKA1UqlfADE6Lyx,302467,4,La Vierge / Scene 4: The Assumption: Le dernier sommeil de la Vièrge (The Last Sleep of the Virgin),Jules Massenet
0.33,0.00357,3,-33.142,1,0.0339,0.995,0.953,0.0989,0.121,100.741,audio_features,6MzbO6YS0M6tjwT93hjAl0,spotify:track:6MzbO6YS0M6tjwT93hjAl0,https://api.spotify.com/v1/tracks/6MzbO6YS0M6tjwT93hjAl0,https://api.spotify.com/v1/audio-analysis/6MzbO6YS0M6tjwT93hjAl0,216213,3,Ave María (Arr. Víkingur Ólafsson) - Upright Piano,Sigvaldi Kaldalóns
0.441,0.00957,7,-26.839,1,0.0308,0.987,0.884,0.0954,0.373,75.403,audio_features,5gbZe9oyXXQDMLXFGsR4YC,spotify:track:5gbZe9oyXXQDMLXFGsR4YC,https://api.spotify.com/v1/tracks/5gbZe9oyXXQDMLXFGsR4YC,https://api.spotify.com/v1/audio-analysis/5gbZe9oyXXQDMLXFGsR4YC,225495,4,Through The Blue - Piano Version,Roger Eno
0.36,0.00301,6,-35.441,0,0.0444,0.994,0.897,0.0557,0.18,72.892,audio_features,1v3gGmcneK1QzYyBFiBXG0,spotify:track:1v3gGmcneK1QzYyBFiBXG0,https://api.spotify.com/v1/tracks/1v3gGmcneK1QzYyBFiBXG0,https://api.spotify.com/v1/audio-analysis/1v3gGmcneK1QzYyBFiBXG0,301400,4,"Montero: Adagio (After Bach's Violin Concerto No. 2, BWV 1042)",Johann Sebastian Bach
0.152,0.0195,4,-24.946,1,0.0395,0.99,0.944,0.0676,0.0906,143.978,audio_features,6DV5mwk2kZw6GiDR2XUsjP,spotify:track:6DV5mwk2kZw6GiDR2XUsjP,https://api.spotify.com/v1/tracks/6DV5mwk2kZw6GiDR2XUsjP,https://api.spotify.com/v1/audio-analysis/6DV5mwk2kZw6GiDR2XUsjP,262413,3,much loved,Rachel Portman
0.366,0.143,7,-23.078,1,0.0497,0.995,0.946,0.137,0.318,94.229,audio_features,75pxraYiRRhRn68Kwk4sT3,spotify:track:75pxraYiRRhRn68Kwk4sT3,https://api.spotify.com/v1/tracks/75pxraYiRRhRn68Kwk4sT3,https://api.spotify.com/v1/audio-analysis/75pxraYiRRhRn68Kwk4sT3,128242,4,"Jesu, Joy of Man's Desiring - Arr. by Alexis Ffrench",Alexis Ffrench
0.23,0.0592,7,-23.594,1,0.0445,0.989,0.941,0.0906,0.103,89.965,audio_features,4NqknSuLbtn77F73YzNVBf,spotify:track:4NqknSuLbtn77F73YzNVBf,https://api.spotify.com/v1/tracks/4NqknSuLbtn77F73YzNVBf,https://api.spotify.com/v1/audio-analysis/4NqknSuLbtn77F73YzNVBf,337372,4,Seven Days Walking / Day 1: Ascent,Ludovico Einaudi
0.455,0.00162,6,-34.232,0,0.0521,0.989,0.855,0.124,0.157,75.417,audio_features,1FbAQqtKHiQhLbz5Yodjbf,spotify:track:1FbAQqtKHiQhLbz5Yodjbf,https://api.spotify.com/v1/tracks/1FbAQqtKHiQhLbz5Yodjbf,https://api.spotify.com/v1/audio-analysis/1FbAQqtKHiQhLbz5Yodjbf,208667,4,Suite compostelana: II. Coral,Federico Mompou
0.172,0.014,1,-27.988,1,0.0424,0.981,0.902,0.0735,0.0348,144.414,audio_features,3gCYBFexR8dQZWeu4F15eu,spotify:track:3gCYBFexR8dQZWeu4F15eu,https://api.spotify.com/v1/tracks/3gCYBFexR8dQZWeu4F15eu,https://api.spotify.com/v1/audio-analysis/3gCYBFexR8dQZWeu4F15eu,398240,3,"Piano Concerto in A minor, Op. 16: II. Adagio - Live",Edvard Grieg
0.464,0.0216,4,-25.896,1,0.0466,0.987,0.863,0.0974,0.235,101.965,audio_features,21Fs9UuXGoESVVESdWTxZ5,spotify:track:21Fs9UuXGoESVVESdWTxZ5,https://api.spotify.com/v1/tracks/21Fs9UuXGoESVVESdWTxZ5,https://api.spotify.com/v1/audio-analysis/21Fs9UuXGoESVVESdWTxZ5,212040,4,????,Xuefei Yang
